start,ERGO_ID,Gene,E/N,length,transposon_insertions,assertion_error,SP_ID,functional_role,blattner_id,ERGO,eri
4391645,REC06367,yjeS,N,379,"296, 350",,P39288,Putative electron transport protein yjeS,b4166,UNC,0.44
4393163,REC04051,yjeE,E,153,-,< 0.2,P31805,Hypothetical protein yjeE,b4168,UNC,0.91
4393643,REC04052,amiB,N,445,"111, 117, 401",,P26365,N-acetylmuramoyl-L-alanine amidase amiB precursor (EC 3.5.1.28),b4169,LPC,0.84
4394990,REC04053,mutL,N,615,"335, 337, 384, 407, 433, 494, 540, 547, 588",,P23367,DNA mismatch repair protein mutL,b4170,NAM,0.84
4396830,REC04054,miaA,E,316,303,< 0.05,P16384,tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8),b4171,NAM,0.97
4397866,REC04055,hfq,E,102,-,0.31,P25521,Hfq protein,b4172,PHT,0.53
4398250,REC04056,hflX,N,426,"62, 100, 351, 420, 424",,P25519,GTP-binding protein hflX,b4173,UNC,0.75
4399616,REC04057,hflK,N,419,"43, 49, 116, 167, 230, 290, 327",,P25662,HflK protein,b4174,PMS,0.44
4400878,REC04058,hflC,N,334,"151, 277",,P25661,HflC protein (EC 3.4.-.-),b4175,PMS,0.44
4401964,REC04059,yjeT,?,65,4,,P39289,Hypothetical protein yjeT,b4176,UNC,0.03
4402265,REC04060,purA,N,432,"238, 302, 413",,P12283,Adenylosuccinate synthetase (EC 6.3.4.4),b4177,NCM,0.84
4403768,REC04061,yjeB,N,141,"21, 65, 81",,P21498,Hypothetical protein yjeB,b4178,UNC,0.69
4404190,REC04062,rnr,N,827,"76, 288",,P21499,Ribonuclease R (EC 3.1.-.-),b4179,NAM,0.88
4406853,REC04063,yjfH,N,243,"9, 44, 137, 144, 189, 204",,P39290,Hypothetical tRNA/rRNA methyltransferase yjfH (EC 2.1.1.-),b4180,UNC,0.97
4407711,REC04064,yjfI,N,133,"2, 73, 129",,P39291,Hypothetical protein yjfI,b4181,UNC,0.06
4408131,REC04065,yjfJ,N,232,"23, 28",,P39292,Hypothetical protein yjfJ precursor,b4182,UNC,0.06
4408880,REC04066,yjfK,X,219,-,,P39293,Hypothetical protein yjfK,b4183,UNC,0.00
4409557,REC04067,yjfL,X,132,-,,P39294,Hypothetical protein yjfL,b4184,UNC,0.13
4409965,REC04068,yjfM,X,212,-,,P39295,Hypothetical protein yjfM,b4185,UNC,0.00
4410606,REC04069,yjfC,X,387,-,,P33222,Hypothetical protein yjfC,b4186,UNC,0.00
4411838,REC04070,aidB,N,546,"421, 427, 438, 446, 523",,P33224,AidB protein,b4187,UNC,0.28
4413897,REC06368,yjfN,N,100,"49, 67",,P39296,Hypothetical protein yjfN,b4188,UNC,0.00
4414447,REC06369,yjfO,N,142,"20, 86, 112, 141",,P39297,Hypothetical lipoprotein yjfO precursor,b4189,UNC,0.00
4414530,REC04073,yjfP,N,249,"1, 37",,P39298,Hypothetical protein yjfP,b4190,UNC,0.06
4416031,REC06370,yjfQ,X,251,-,,P39299,Hypothetical transcriptional regulator yjfQ,b4191,UNC,0.13
4417209,REC06371,yjfR,N,356,"69, 87, 260",,P39300,Hypothetical protein yjfR,b4192,UNC,0.06
4417501,REC06484,sgaT,N,484,"11, 87, 129, 139, 327, 371, 443",,P39301,Putative transport protein sgaT,b4193,UNC,0.19
4418971,REC04077,sgaB,X,101,-,,P39302,"Unknown pentitol phosphotransferase enzyme II, B component (EC 2.7.1.69)",b4194,CHM,0.06
4419286,REC06485,sgaA,N,154,"80, 130",,P39303,"Unknown pentitol phosphotransferase enzyme II, A component (EC 2.7.1.69)",b4195,CHM,0.16
4419764,REC04079,sgaH,N,216,"62, 200",,P39304,Probable hexulose-6-phosphate synthase (EC 4.1.2.-),b4196,UNC,0.22
4420424,REC04080,sgaU,N,284,"26, 57, 66, 135",,P39305,Putative hexulose-6-phosphate isomerase (EC 5.-.-.-),b4197,UNC,0.19
4421278,REC04081,sgaE,N,228,"77, 181",,P39306,Probable sugar isomerase sgaE (EC 5.1.-.-),b4198,UNC,0.28
4422369,REC06372,yjfY,X,91,-,,P39307,Hypothetical protein yjfY precursor,b4199,UNC,0.00
4422696,REC04083,rpsF,E,131,-,< 0.2,P02358,30S ribosomal protein S6,b4200,PMS,0.81
4423098,REC04084,priB,E,104,-,< 0.3,P07013,Primosomal replication protein N,b4201,NAM,0.09
4423417,REC04085,rpsR,?,75,-,,P02374,30S ribosomal protein S18,b4202,PMS,1.00
4423686,REC04086,rplI,N,149,"67, 132",,P02418,50S ribosomal protein L9,b4203,PMS,0.97
4425000,REC06373,yjfZ,N,264,"49, 127, 181, 215, 232, 264",,P39308,Hypothetical protein yjfZ,b4204,UNC,0.00
4425347,REC04088,ytfA,X,108,-,,P39309,Hypothetical protein ytfA,b4205,UNC,0.03
4426331,REC06374,ytfB,X,224,-,,P39310,Hypothetical protein ytfB,b4206,UNC,0.06
4426354,REC04090,fklB,N,259,"98, 112, 202, 228",,P39311,FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),b4207,MSM,0.84
4427442,REC04091,cycA,N,470,"13, 24, 290",,P39312,D-serine/D-alanine/glycine transporter,b4208,MTR,0.22
4429561,REC06375,ytfE,N,220,"79, 151, 207",,P39313,Hypothetical protein ytfE,b4209,UNC,0.19
4430643,REC06376,ytfF,N,324,"70, 105, 150",,P39314,Hypothetical protein ytfF,b4210,UNC,0.16
4431601,REC04095,ytfH,N,156,"112, 145",,P39316,Hypothetical protein ytfH,b4212,UNC,0.53
4431602,REC06377,ytfG,N,286,"19, 60",,P39315,Hypothetical protein ytfG,b4211,UNC,0.38
4434143,REC06378,cpdB,N,647,"3, 51, 55, 89, 143, 185, 219, 520, 643",,P08331,"2',3'-cyclic-nucleotide 2'-phosphodiesterase precursor (EC 3.1.4.16)",b4213,NCM,0.34
4434333,REC04097,cysQ,N,246,"29, 43, 200",,P22255,CysQ protein,b4214,UNC,0.56
4435285,REC04098,ytfI,E,166,-,< 0.2,P39317,Hypothetical protein ytfI,b4215,UNC,0.00
4435692,REC06764,ytfI,E,176,-,< 0.2,P39317,Hypothetical protein ytfI,b4215,UNC,0.00
4436839,REC06379,ytfJ,N,184,113,,P39187,Protein ytfJ precursor,b4216,UNC,0.06
4437125,REC04100,ytfK,N,81,21,,P39318,Hypothetical protein ytfK,b4217,UNC,0.03
4438792,REC06380,ytfL,N,447,"115, 220, 248, 293, 412",,P39319,Hypothetical protein ytfL,b4218,UNC,0.94
4439753,REC06381,msrA,N,212,"128, 212",,P27110,Peptide methionine sulfoxide reductase msrA (EC 1.8.4.6),b4219,PMS,0.81
4439959,REC04103,ytfM,N,577,"201, 245, 383, 405, 450, 529",,P39320,Hypothetical protein ytfM precursor,b4220,UNC,0.69
4441689,REC04104,ytfN,N,1259,"112, 392, 414, 534, 644, 817, 871, 934, 973",,P39321,Hypothetical protein ytfN,b4221,UNC,0.38
4445471,REC04105,ytfP,N,113,"7, 62",,P39323,Hypothetical protein ytfP,b4222,UNC,0.03
4446018,REC04107,chpS,E,85,-,0.46,P08365,PemI-like protein 2,b4224,UNC,0.00
4446269,REC04108,chpB,N,116,35,,P33647,PemK-like protein 2,b4225,UNC,0.13
4447229,REC06383,ppa,E,176,-,< 0.2,P17288,Inorganic pyrophosphatase (EC 3.6.1.1),b4226,MSM,0.66
4447539,REC04110,ytfQ,N,318,"86, 115, 250",,P39325,ABC transporter periplasmic binding protein ytfQ precursor,b4227,MTR,0.13
4448633,REC04111,ytfR,N,417,"197, 242",,P39326,Hypothetical ABC transporter ATP-binding protein ytfR,,UNC,0.44
4449862,REC04112,ytfS,E,90,-,0.39,P39326,Hypothetical ABC transporter ATP-binding protein ytfR,b4229,UNC,0.00
4450145,REC04113,ytfT,N,341,"71, 234, 292",,P39328,Hypothetical ABC transporter permease protein ytfT,b4230,UNC,0.06
4451181,REC04114,yjfF,N,323,"42, 85, 124, 206, 248",,P37772,Hypothetical ABC transporter permease protein yjfF,b4231,UNC,0.09
4453183,REC06384,fbp,N,332,"12, 112, 156, 178, 223, 318",,P09200,"Fructose-1,6-bisphosphatase (EC 3.1.3.11)",b4232,CHM,0.38
4453359,REC04116,mpl,N,457,"66, 216, 267, 407",,P37773,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-),b4233,LPC,0.22
4455439,REC06385,yjgA,N,183,25,,P26650,Hypothetical protein yjgA,b4234,UNC,0.19
4455533,REC04118,pmbA,N,450,"9, 43, 66, 193, 277, 316",,P24231,PmbA protein,b4235,UNC,0.53
4457127,REC04119,cybC,?,100,92,,P00192,Soluble cytochrome b562 precursor,b4236,BEN,0.00
4457938,REC06386,nrdG,N,154,"10, 10, 71",,P39329,Anaerobic ribonucleoside-triphosphate reductase activating protein (EC 1.97.1.4),b4237,NCM,0.28
4460234,REC06387,nrdD,N,712,"50, 134, 273, 498, 532, 608, 656",,P28903,Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2),b4238,NCM,0.31
4462283,REC06388,treC,N,551,"32, 74, 400, 527",,P28904,Trehalose-6-phosphate hydrolase (EC 3.2.1.93),b4239,CHM,0.44
4463754,REC06494,treB,N,473,"28, 67, 122, 211, 322, 438",,P36672,"PTS system, trehalose-specific IIBC component (EC 2.7.1.69)",b4240,MTR,0.47
4464820,REC06390,treR,N,315,"14, 94, 204",,P36673,Trehalose operon repressor,b4241,RCD,0.06
4465199,REC06495,mgtA,N,898,"15, 21, 33, 55, 72, 111, 119, 167, 223, 268, 850",,P39168,"Mg(2+) transport ATPase, P-type 1 (EC 3.6.3.2)",b4242,MTR,0.44
4468526,REC06391,yjgF,E,141,-,< 0.2,P39330,Protein yjgF,b4243,UNC,0.84
4469021,REC06392,pyrI,N,153,"76, 78, 104",,P00478,Aspartate carbamoyltransferase regulatory chain,b4244,RCD,0.13
4469969,REC06496,pyrB,N,311,"105, 150, 206, 263",,P00479,Aspartate carbamoyltransferase catalytic chain (EC 2.1.3.2),b4245,NCM,0.81
4470087,REC04130,yjgG,N,110,75,,P76807,HYPOTHETICAL 12.8 kDa PROTEIN IN PYRL-ARGI INTERGENIC REGION,b4247,UNC,0.00
4470107,REC06394,pyrL,?,44,-,,P09150,PyrBI operon leader peptide,b4246,UNC,0.00
4470783,REC06395,yjgH,N,131,47,,P39332,Hypothetical protein yjgH,b4248,UNC,0.19
4471627,REC06497,yjgI,N,237,30,,P39333,Hypothetical oxidoreductase yjgI (EC 1.-.-.-),b4249,UNC,0.13
4471801,REC04133,,N,54,"8, 37",,P76808,FROM BASES 4471356 TO 4483288 (SECTION 386 OF 400) OF THE COMPLETE GENOME,b4250,UNC,0.00
4472037,REC04134,yjgJ,E,84,82,0.46,P39334,Hypothetical protein yjgJ,b4251,UNC,0.00
4472427,REC04135,yjgK,N,153,"13, 73, 98",,P39335,Protein yjgK,b4252,UNC,0.16
4472975,REC04136,yjgL,N,616,"3, 166, 482",,P39336,Hypothetical protein yjgL,b4253,UNC,0.00
4475874,REC06397,argI,X,334,-,,P04391,Ornithine carbamoyltransferase chain I (EC 2.1.3.3),b4254,AAM,0.84
4476036,REC04138,yjgD,X,138,-,,P37163,Hypothetical protein yjgD,b4255,UNC,0.06
4476890,REC06398,yjgM,X,97,-,,P39337,Hypothetical acetyltransferase yjgM (EC 2.3.1.-),b4256,UNC,0.06
4477310,REC06500,yjgN,N,393,"338, 360, 365",,P39338,Hypothetical protein yjgN,b4257,UNC,0.13
4481405,REC06399,valS,E,951,-,< 0.001,P07118,Valyl-tRNA synthetase (EC 6.1.1.9),b4258,PMS,1.00
4481848,REC06400,holC,E,147,-,< 0.2,P28905,"DNA polymerase III, chi subunit (EC 2.7.7.7)",b4259,NAM,0.13
4483519,REC06401,pepA,N,503,"80, 106, 192, 227, 267, 342, 370, 399, 446, 449, 489, 497",,P11648,Cytosol aminopeptidase (EC 3.4.11.1),b4260,PMS,0.81
4483786,REC04145,yjgP,E,366,-,< 0.001,P39340,Hypothetical protein yjgP,b4261,UNC,0.41
4484883,REC04146,yjgQ,E,361,-,< 0.001,P39341,Hypothetical protein yjgQ,b4262,UNC,0.44
4487631,REC06402,yjgR,N,500,"43, 88, 122",,P39342,Hypothetical protein yjgR,b4263,UNC,0.25
4488707,REC06403,idnR,N,332,"43, 69, 93, 112, 114, 125, 235",,P39343,L-idonate regulatory protein,b4264,RCD,0.06
4490093,REC06404,idnT,N,439,"26, 145, 220, 234, 321, 332, 347, 375, 394, 409",,P39344,Gnt-II system L-idonate transporter,b4265,MTR,0.09
4490919,REC06405,idnO,N,254,"4, 49, 150",,P39345,Gluconate 5-dehydrogenase (EC 1.1.1.69),b4266,CHM,0.44
4491974,REC06406,idnD,X,343,-,,P39346,L-idonate 5-dehydrogenase (EC 1.1.1.264),b4267,CHM,0.09
4492191,REC04152,idnK,N,187,"32, 63, 125",,P39208,Thermosensitive gluconokinase (EC 2.7.1.12),b4268,CHM,0.31
4493819,REC06407,yjgB,N,353,"104, 157, 203, 240, 261, 342",,P27250,Hypothetical zinc-type alcohol dehydrogenase-like protein yjgB,b4269,UNC,0.06
4494318,REC04154,intB,N,396,"71, 156, 170",,P39347,Prophage P4 integrase,b4271,PHT,0.09
4495795,REC00344,,N,136,"4, 42",,P19776,Transposase insC for insertion element IS2A/D/F/H/I/K,b4272,PHT,0.56
4496163,REC06502,,N,301,171,,P19777,Transposase insD for insertion element IS2A/D/F/H/I/K,b4273,PHT,0.56
4497167,REC04157,yjgW,N,111,"15, 110",,Q9Z3A0,Hypothetical protein YJGW,b4274,UNC,0.00
4498057,REC06408,yjgX,X,148,-,,P39349,Hypothetical protein yjgX precursor,,UNC,0.00
4498449,REC06409,yjgY,X,149,-,,P39350,,b4276,UNC,0.00
4498828,REC04160,yjgZ,N,109,"1, 109",,P39351,Hypothetical protein yjgZ,b4277,UNC,0.00
4500999,REC06410,insG,N,442,"241, 369",,P03835,Transposase insG for insertion sequence element IS4,b4278,PHT,0.00
4501566,REC04162,yjhB,N,425,"1, 285, 308, 388, 409",,P39352,Hypothetical metabolite transport protein yjhB,b4279,UNC,0.22
4502840,REC04163,yjhC,N,377,"137, 237, 257, 306, 316, 338",,P39353,Hypothetical oxidoreductase yjhC (EC 1.-.-.-),b4280,UNC,0.44
4504568,REC06411,yjhD,N,124,"4, 60",,P39354,Hypothetical protein yjhD,b4281,UNC,0.00
4504729,REC04166,insN2,N,100,"17, 43",,P39212,Transposase insN for insertion sequence element IS911B,b4283,PHT,0.56
4506185,REC01364,insI3,N,383,"147, 209, 287, 307, 326",,P37246,Transposase insI for insertion sequence element IS30B/C/D,b4284,PHT,0.22
4506526,REC04168,insM,N,198,"29, 33, 142",,Q47718,Transposase insM for insertion sequence element IS600,b4285,PHT,0.56
4507288,REC04169,,E,137,-,< 0.2,Q47719,Very hypothetical 15.1 kDa protein in intB-fecE intergenic region,b4286,UNC,0.03
4509025,REC06413,fecE,N,255,84,,P15031,Iron(III) dicitrate transport ATP-binding protein fecE,b4287,MTR,0.09
4509982,REC06414,fecD,N,318,"29, 279",,P15029,Iron(III) dicitrate transport system permease protein fecD,b4288,MTR,0.13
4510977,REC06415,fecC,N,332,"44, 117, 234, 309",,P15030,Iron(III) dicitrate transport system permease protein fecC,b4289,MTR,0.69
4511882,REC06416,fecB,X,302,-,,P15028,Iron(III) dicitrate-binding periplasmic protein precursor,b4290,MTR,0.31
4514245,REC06417,fecA,N,774,"19, 25, 159, 277, 283, 341, 390, 446, 620, 626, 651, 687",,P13036,Iron(III) dicitrate transport protein fecA precursor,b4291,MTR,0.16
4515285,REC06418,fecR,N,317,174,,P23485,Protein fecR,b4292,SMC,0.16
4515803,REC06419,fecI,X,173,-,,P23484,Probable RNA polymerase sigma factor fecI,b4293,UNC,0.16
4516095,REC04177,insA7,X,91,-,,P19767,Insertion element IS1 7 protein insA,b4294,PHT,0.00
4517706,REC06420,yjhU,X,266,-,,P39356,Hypothetical transcriptional regulator yjhU,b4295,UNC,0.25
4519588,REC06508,yjhF,N,449,"13, 64, 118, 156, 168, 184, 231, 263, 292",,P39357,Hypothetical permease yjhF,b4296,UNC,0.31
4521662,REC06509,yjhG,N,655,"522, 604, 624",,P39358,Hypothetical protein yjhG,b4297,UNC,0.78
4522632,REC06423,yjhH,N,319,75,,P39359,Hypothetical protein yjhH,b4298,UNC,0.84
4523371,REC06424,yjhI,N,262,"19, 53, 89, 99, 122, 175, 202",,P39360,Hypothetical transcriptional regulator yjhI,b4299,UNC,0.00
4524456,REC06425,sgcR,X,260,258,,P39361,Putative sgc region transcriptional regulator,b4300,UNC,0.00
4525105,REC06426,sgcE,X,210,-,,P39362,Protein sgcE (EC 5.1.3.-),b4301,UNC,0.94
4525548,REC06427,sgcA,E,143,-,< 0.2,P39363,"Putative phosphotransferase enzyme II, A component sgcA (EC 2.7.1.69)",b4302,UNC,0.03
4526485,REC06428,sgcQ,N,268,"52, 96",,P39364,Putative sgc region protein sgcQ,b4303,UNC,0.13
4527811,REC06429,sgcC,N,437,"11, 85, 170, 258, 349, 373, 430",,P39365,"Putative phosphotransferase enzyme II, C component sgcC",b4304,UNC,0.09
4528104,REC06714,sgcB,E,93,-,< 0.3,P58035,"Putative phosphotransferase enzyme II, B component sgcB (EC 2.7.1.69)",,UNC,0.06
4529249,REC06510,sgcX,N,383,"38, 64, 118",,P39366,Putative sgc region protein sgcX,b4305,UNC,0.06
4530751,REC06431,yjhP,N,248,"32, 66, 73, 167, 187",,P39367,Hypothetical protein yjhP,b4306,UNC,0.31
4531352,REC06432,yjhQ,N,181,"132, 155",,P39368,Hypothetical acetyltransferase yjhQ (EC 2.3.1.-),b4307,UNC,0.34
4532583,REC04191,yjhR,N,338,"22, 49, 83, 97, 188, 207, 321, 335",,P39369,Hypothetical protein yjhR,b4308,UNC,0.03
4535162,REC06433,yjhS,N,326,"50, 287",,P39370,Hypothetical protein yjhS precursor,b4309,UNC,0.00
4536441,REC06434,yjhT,N,404,"66, 84, 151, 172, 215, 225",,P39371,Hypothetical protein yjhT precursor,b4310,UNC,0.13
4537078,REC06435,yjhA,N,241,"21, 26, 108, 134, 208",,P39372,Hypothetical protein yjhA precursor,b4311,UNC,0.00
4538525,REC04195,fimB,X,200,-,,P04742,Type 1 fimbriae regulatory protein fimB,b4312,SMC,0.00
4539605,REC04196,fimE,X,198,-,,P04741,Type 1 fimbriae regulatory protein fimE,b4313,RCD,0.00
4540683,REC04197,fimA,X,182,-,,P04128,"Type-1 fimbrial protein, A chain precursor",b4314,SMC,0.00
4541188,REC04198,fimI,X,215,-,,P39264,Fimbrin-like protein fimI precursor,b4315,SMC,0.00
4541872,REC04199,fimC,X,241,-,,P31697,Chaperone protein fimC precursor,b4316,SMC,0.00
4542665,REC04200,fimD,N,878,"82, 153, 185, 261, 287, 309, 327, 397, 437, 455, 576",,P30130,Outer membrane usher protein fimD precursor,b4317,SMC,0.06
4545311,REC04201,fimF,X,176,-,,P08189,FimF protein precursor,b4318,UNC,0.00
4545854,REC04202,fimG,?,167,144,,P08190,FimG protein precursor,b4319,UNC,0.00
4546377,REC04203,fimH,N,300,"8, 11, 79, 91, 98, 127, 147, 190, 221, 259",,P08191,FimH protein precursor,b4320,UNC,0.00
4548865,REC06436,gntP,N,447,"145, 331, 356, 402, 416",,P39373,High-affinity gluconate transporter,b4321,MTR,0.31
4549205,REC04205,uxuA,N,394,"243, 260, 275",,P24215,Mannonate dehydratase (EC 4.2.1.8),b4322,CHM,0.25
4550470,REC04206,uxuB,N,486,"26, 51, 124, 294",,P39160,D-mannonate oxidoreductase (EC 1.1.1.57),b4323,CHM,0.09
4552145,REC04207,uxuR,X,257,-,,P39161,Uxu operon transcriptional regulator,b4324,RCD,0.09
4553889,REC06437,yjiC,X,276,-,,P39374,Hypothetical protein yjiC,b4325,UNC,0.00
4554553,REC04209,yjiD,X,133,-,,P39375,Hypothetical protein yjiD,b4326,UNC,0.00
4555858,REC06438,yjiE,X,303,-,,P39376,Hypothetical transcriptional regulator yjiE,b4327,UNC,0.13
4557095,REC06439,iadA,N,390,"187, 209",,P39377,Isoaspartyl dipeptidase (EC 3.4.19.-),b4328,MSM,0.00
4557569,REC06440,yjiG,N,153,"47, 59, 123, 145",,P39378,Hypothetical protein yjiG,b4329,UNC,0.03
4558261,REC06441,yjiH,N,231,101,,P39379,Hypothetical protein yjiH,b4330,UNC,0.03
4558397,REC04214,kptA,X,218,-,,P39380,RNA 2'-phosphotransferase (EC 2.7.-.-),b4331,NAM,0.13
4560244,REC06442,yjiJ,N,392,"52, 87, 114, 153",,P39381,Hypothetical protein yjiJ,b4332,UNC,0.19
4561283,REC06443,yjiK,N,323,"69, 104, 180, 189, 202, 297, 305",,P39382,Hypothetical protein yjiK,b4333,UNC,0.03
4562264,REC06444,yjiL,X,257,-,,P39383,Hypothetical protein yjiL,b4334,UNC,0.16
4563440,REC06445,yjiM,N,390,"1, 67, 111",,P39384,Hypothetical protein yjiM,b4335,UNC,0.00
4564815,REC06446,yjiN,N,426,"150, 153, 346",,P39385,Hypothetical protein yjiN,b4336,UNC,0.16
4566088,REC06447,yjiO,N,410,"226, 296",,P39386,Hypothetical transport protein yjiO,b4337,UNC,0.06
4566567,REC04221,yjiP,N,103,"13, 21, 38, 89, 96",,P39387,Hypothetical protein yjiP,b4338,UNC,0.00
4566927,REC04222,yjiP,N,186,"4, 31, 72, 138, 166, 170",,P39387,Hypothetical protein yjiP,b4339,UNC,0.00
4569143,REC06448,yjiR,N,470,"438, 469",,P39389,Hypothetical protein yjiR,b4340,UNC,0.56
4569320,REC04224,yjiS,X,54,-,,P39390,Hypothetical protein yjiS,b4341,UNC,0.00
4569935,REC04225,yjiT,N,521,-,,P39391,Hypothetical protein yjiT,b4342,UNC,0.00
4571704,REC06527,yjiV,X,513,-,,P39393,Hypothetical protein yjiV,b4343,UNC,0.00
4573163,REC04228,mcrD,N,420,"74, 115, 158, 251, 317, 401",,P27301,McrD protein,b4344,RCD,0.00
4575528,REC06449,mcrC,N,348,"6, 76, 335",,P15006,Protein mcrC,b4345,UNC,0.09
4576925,REC06450,mcrB,N,465,"16, 30, 80, 99, 332, 345",,P15005,5-methylcytosine-specific restriction enzyme B (EC 3.1.21.-),b4346,NAM,0.16
4577467,REC06451,yjiW,N,132,"8, 15, 130",,P39394,Hypothetical protein yjiW,b4347,UNC,0.00
4579032,REC06452,hsdS,N,464,"18, 88, 191, 194, 258, 331, 407, 410",,P05719,Type I restriction enzyme EcoKI specificity protein,b4348,NAM,0.47
4580618,REC06453,hsdM,N,529,34,,P08957,Type I restriction enzyme EcoKI M protein (EC 2.1.1.72),b4349,NAM,0.50
4584385,REC06454,hsdR,N,1188,"2, 18, 84, 85, 242, 588, 836, 912, 1014, 1056, 1175",,P08956,Type I restriction enzyme EcoKI R protein (EC 3.1.21.3),b4350,NAM,0.09
4584519,REC04235,mrr,N,304,"49, 172, 199",,P24202,Mrr restriction system protein,b4351,NAM,0.19
4586333,REC06455,yjiA,N,284,147,,P24203,Hypothetical protein yjiA,b4352,UNC,0.34
4586649,REC06456,yjiX,?,67,-,,P39395,Hypothetical protein yjiX,b4353,UNC,0.06
4588864,REC06457,yjiY,N,721,"21, 93, 182, 211, 396, 459, 514, 516, 560, 562, 683",,P39396,Hypothetical protein yjiY,b4354,UNC,0.41
4589227,REC06530,tsr,X,551,-,,P02942,Methyl-accepting chemotaxis protein I,b4355,SMC,0.63
4592292,REC06458,yjjL,N,453,"46, 81, 163, 256, 363, 440",,P39398,Hypothetical transport protein yjjL,b4356,UNC,0.38
4593313,REC06460,yjjM,N,268,201,,P39399,Hypothetical protein yjjM,b4357,UNC,0.09
4593544,REC04243,yjjN,N,345,"106, 117, 150, 181, 243",,P39400,Hypothetical zinc-type alcohol dehydrogenase-like protein yjjN,b4358,UNC,0.56
4596971,REC06461,mdoB,X,750,-,,P39401,Phosphoglycerol transferase I (EC 2.7.8.20),b4359,LPC,0.09
4597761,REC06462,yjjA,N,165,"20, 49, 76",,P18390,Hypothetical protein yjjA precursor,b4360,UNC,0.00
4598544,REC06463,dnaC,E,245,-,< 0.05,P07905,DNA replication protein dnaC,b4361,NAM,0.09
4599086,REC06464,dnaT,E,179,-,< 0.1,P07904,Primosomal protein I,b4362,NAM,0.03
4599519,REC06465,yjjB,?,108,84,,P18389,Protein yjjB,b4363,UNC,0.34
4600490,REC06466,yjjP,N,277,168,,P39402,Hypothetical protein yjjP,b4364,UNC,0.34
4601046,REC04250,yjjQ,N,241,"31, 51, 106, 126, 188, 237",,P39403,Hypothetical protein yjjQ,b4365,UNC,0.00
4601729,REC04251,bglJ,N,225,"9, 16, 59, 79, 143, 224",,P39404,Transcriptional activator protein bglJ,b4366,RCD,0.00
4603232,REC06467,fhuF,X,262,-,,P39405,Ferric iron reductase protein fhuF,b4367,MSM,0.03
4603262,REC06716,yjjZ,X,115,-,,P55914,Hypothetical protein yjjZ,,UNC,0.00
4605269,REC06468,rsmC,N,343,"9, 28, 107, 167, 223, 237, 276",,P39406,Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.52),b4371,NAM,0.47
4605372,REC04254,holD,?,137,20,,P28632,"DNA polymerase III, psi subunit (EC 2.7.7.7)",b4372,NAM,0.06
4605754,REC06532,rimI,E,148,-,< 0.2,P09453,Ribosomal-protein-alanine acetyltransferase (EC 2.3.1.128),b4373,PMS,0.66
4606215,REC04256,yjjG,N,225,174,,P33999,Hypothetical protein yjjG,b4374,UNC,0.25
4606983,REC04257,prfC,N,529,"14, 252, 281, 298, 367, 407, 445, 494",,P33998,Peptide chain release factor 3,b4375,PMS,0.63
4608965,REC04258,osmY,?,201,5,,P27291,Osmotically inducible protein Y precursor,b4376,UNC,0.06
4609980,REC04259,yjjU,N,357,"69, 215, 350",,P39407,Hypothetical protein yjjU,b4377,UNC,0.56
4611194,REC04260,yjjV,E,211,204,< 0.1,P39408,Putative deoxyribonuclease yjjV (EC 3.1.21.-),b4378,UNC,0.19
4613112,REC06469,yjjW,N,287,"33, 74, 249, 250",,P39409,Hypothetical protein yjjW,b4379,UNC,0.00
4614634,REC06470,yjjI,N,516,"137, 233, 366",,P37342,Hypothetical protein yjjI,b4380,UNC,0.03
4614892,REC04263,deoC,N,259,"20, 52, 114, 161, 185, 201, 223, 252",,P00882,Deoxyribose-phosphate aldolase (EC 4.1.2.4),b4381,CHM,0.59
4615798,REC04264,deoA,N,440,"43, 87, 265, 286, 359, 374",,P07650,Thymidine phosphorylase (EC 2.4.2.4),b4382,NCM,0.44
4617172,REC04265,deoB,N,407,"92, 202, 257, 305, 326, 360",,P07651,Phosphopentomutase (EC 5.4.2.7),b4383,CHM,0.41
4618452,REC04266,deoD,N,239,"2, 104, 153, 160, 209",,P09743,Purine nucleoside phosphorylase (EC 2.4.2.1),b4384,NCM,0.41
4619338,REC04267,yjjJ,N,443,"111, 192, 314",,P39410,Hypothetical protein yjjJ,b4385,UNC,0.00
4621686,REC06471,lplA,E,338,-,< 0.05,P32099,Lipoate-protein ligase A (EC 6.-.-.-),b4386,NCM,0.31
4622358,REC06472,smp,N,214,"24, 64, 74, 170",,P18838,Protein smp precursor,b4387,UNC,0.03
4622464,REC04270,serB,N,322,"13, 89, 191",,P06862,Phosphoserine phosphatase (EC 3.1.3.3),b4388,AAM,0.53
